Customer ID,Age,Gender,Location,Marital Status,Household Income,Family Members,Education Level,Plan Type,Subscription Duration (months),Monthly Charges,Data Usage (GB),Voice Minutes Usage,SMS Usage,Preferred Communication Channel,Preferred Communication Time,Preferred Services/Features,Preferred Payment Method,Feedback Score,Interactions with Customer Service,Complaints Reported,Churn Label
195,56,Male,Miami,Divorced,38767,2,Bachelor's,Postpaid,21,65,47,1323,47,Email,Morning,Data Rollover,Online,9,0,2,1
196,66,Female,Houston,Married,52852,1,Bachelor's,Postpaid,26,137,16,1363,109,Email,Afternoon,Data Rollover,Online,6,3,0,0
197,69,Female,Los Angeles,Single,109239,4,High School,Postpaid,14,39,23,1013,202,SMS,Anytime,International Calling,Bank Transfer,8,0,2,1
198,78,Male,Miami,Widowed,30929,4,Bachelor's,Prepaid,9,124,7,791,411,Email,Anytime,Data Rollover,Debit Card,6,4,2,1
199,49,Female,Chicago,Single,107487,4,High School,Prepaid,59,35,26,1043,200,Phone,Anytime,Family Plan,Debit Card,7,1,1,0
200,21,Male,New York,Single,148387,2,Master's,Prepaid,47,86,32,782,60,Email,Morning,Family Plan,Online,6,1,0,0
201,47,Male,New York,Widowed,121575,3,Bachelor's,Postpaid,12,30,12,1418,402,Email,Morning,Unlimited Data,Debit Card,8,2,0,1
202,54,Male,New York,Widowed,144149,1,Master's,Postpaid,42,100,8,1635,150,SMS,Anytime,Unlimited Data,Debit Card,7,1,0,0
203,40,Female,Los Angeles,Married,125040,5,Bachelor's,Prepaid,51,87,5,788,177,Phone,Anytime,Unlimited Data,Bank Transfer,8,3,1,1
204,56,Male,Houston,Married,47438,3,Bachelor's,Prepaid,56,120,42,495,320,SMS,Anytime,Unlimited Data,Online,8,4,0,0
205,62,Male,Miami,Married,78515,2,High School,Postpaid,51,50,28,1872,118,SMS,Evening,Family Plan,Credit Card,7,2,0,0
206,32,Male,Chicago,Married,35744,3,Master's,Postpaid,6,121,5,1261,216,Phone,Anytime,International Calling,Online,6,3,1,0
207,60,Female,Chicago,Married,113820,3,Bachelor's,Prepaid,20,109,49,938,436,SMS,Afternoon,Unlimited Data,Bank Transfer,5,3,0,0
208,46,Female,Los Angeles,Widowed,72417,2,Associate's,Prepaid,24,85,26,977,309,Phone,Evening,International Calling,Bank Transfer,5,3,2,1
209,53,Female,New York,Single,135284,4,Master's,Prepaid,27,139,5,922,119,Email,Evening,Data Rollover,Bank Transfer,5,0,2,1
210,30,Female,Los Angeles,Married,37069,4,Master's,Postpaid,38,116,22,1252,205,Phone,Morning,Data Rollover,Debit Card,5,3,2,0
211,49,Female,Houston,Married,72359,1,Master's,Postpaid,8,145,15,148,426,Phone,Afternoon,Unlimited Data,Online,9,0,2,0
212,24,Male,Houston,Single,49799,1,High School,Postpaid,1,49,13,1799,161,Phone,Morning,Data Rollover,Debit Card,5,1,2,0
213,76,Female,Miami,Married,128746,4,Associate's,Postpaid,54,131,28,888,429,SMS,Morning,International Calling,Debit Card,7,0,2,0
214,68,Female,Miami,Single,123762,5,Master's,Postpaid,49,83,33,392,252,Phone,Afternoon,International Calling,Online,5,3,2,0
215,39,Female,Houston,Single,100188,3,Bachelor's,Postpaid,49,54,43,1751,137,Phone,Morning,Data Rollover,Bank Transfer,8,4,2,1
216,45,Male,Houston,Widowed,119859,5,Bachelor's,Prepaid,24,57,23,635,114,Phone,Afternoon,Unlimited Data,Credit Card,5,4,2,1
217,19,Female,Houston,Divorced,137674,3,High School,Prepaid,47,34,33,410,19,Email,Afternoon,International Calling,Credit Card,6,1,1,0
218,59,Female,Los Angeles,Widowed,37597,4,Bachelor's,Postpaid,7,149,43,636,365,Phone,Morning,International Calling,Online,7,3,1,1
219,62,Male,Houston,Divorced,77093,1,Master's,Prepaid,19,50,18,738,157,SMS,Anytime,Family Plan,Online,7,0,2,1
220,79,Female,Chicago,Divorced,67226,1,Bachelor's,Postpaid,22,47,30,333,498,Phone,Morning,Unlimited Data,Bank Transfer,9,4,1,0
221,74,Male,New York,Divorced,102127,5,Master's,Prepaid,57,76,26,1332,374,Phone,Evening,Family Plan,Online,8,2,1,1
222,70,Male,Houston,Married,144650,1,Bachelor's,Postpaid,55,99,16,704,373,Email,Morning,Data Rollover,Online,7,3,2,1
223,23,Male,New York,Widowed,121369,4,Associate's,Prepaid,35,86,13,193,468,Phone,Afternoon,Data Rollover,Bank Transfer,6,3,2,1
224,45,Male,Los Angeles,Divorced,107362,5,High School,Prepaid,30,122,39,426,149,SMS,Evening,Family Plan,Bank Transfer,5,2,1,1
225,45,Male,New York,Single,56417,3,High School,Postpaid,29,48,33,324,199,Phone,Afternoon,Unlimited Data,Debit Card,7,4,2,0
226,61,Female,Los Angeles,Married,48693,1,Associate's,Postpaid,22,126,26,1066,411,SMS,Anytime,International Calling,Online,6,2,2,1
227,61,Male,Chicago,Widowed,109674,2,Associate's,Prepaid,11,94,48,989,103,Email,Anytime,Data Rollover,Credit Card,5,1,2,1
228,37,Male,Los Angeles,Divorced,145598,1,High School,Prepaid,20,138,1,1915,238,Phone,Evening,Unlimited Data,Online,9,0,2,1
229,47,Female,Los Angeles,Single,149028,3,Associate's,Postpaid,29,32,49,110,72,Email,Anytime,Unlimited Data,Credit Card,7,0,1,0
230,79,Male,Miami,Widowed,83161,5,Master's,Prepaid,51,71,38,1452,349,Phone,Anytime,Data Rollover,Credit Card,7,4,0,1
231,28,Female,Houston,Widowed,32169,3,Bachelor's,Postpaid,41,50,2,1135,34,SMS,Morning,Data Rollover,Credit Card,6,2,1,1
232,75,Female,Houston,Married,114092,2,High School,Postpaid,42,128,49,134,277,Email,Morning,Unlimited Data,Debit Card,8,3,0,1
233,72,Female,Chicago,Widowed,52052,4,Associate's,Prepaid,34,134,6,546,414,Phone,Anytime,International Calling,Bank Transfer,9,3,0,0
234,45,Male,Chicago,Married,101849,1,Master's,Postpaid,1,69,46,1575,290,SMS,Anytime,Family Plan,Bank Transfer,8,3,0,0
235,42,Male,Houston,Divorced,103851,5,High School,Prepaid,31,96,38,1863,20,Email,Morning,Data Rollover,Debit Card,7,1,1,0
236,56,Male,Miami,Married,38036,4,Associate's,Prepaid,30,54,42,1343,329,Phone,Anytime,Family Plan,Bank Transfer,8,1,1,0
237,79,Female,Houston,Single,61778,3,High School,Postpaid,48,138,24,540,210,Email,Anytime,Unlimited Data,Debit Card,5,3,1,0
238,50,Male,Miami,Married,57734,5,Associate's,Prepaid,18,131,18,752,135,Phone,Afternoon,Family Plan,Online,9,4,1,1
239,18,Male,Chicago,Single,53173,4,High School,Postpaid,55,138,27,1658,315,SMS,Anytime,International Calling,Debit Card,8,1,1,0
240,74,Male,New York,Married,60403,5,Master's,Postpaid,58,84,41,694,199,SMS,Evening,Unlimited Data,Bank Transfer,5,1,0,1
241,44,Female,Chicago,Widowed,96321,2,Master's,Postpaid,17,113,8,328,98,Email,Afternoon,International Calling,Bank Transfer,6,0,1,0
242,79,Female,Chicago,Divorced,101675,2,Bachelor's,Prepaid,38,81,28,443,364,Email,Evening,Unlimited Data,Online,8,0,0,0
243,74,Male,Los Angeles,Single,36344,1,High School,Postpaid,14,73,10,1203,125,Phone,Anytime,International Calling,Debit Card,9,4,1,0
244,69,Male,Los Angeles,Married,48800,1,Bachelor's,Prepaid,23,138,17,1476,361,SMS,Morning,Unlimited Data,Online,5,1,1,1
245,30,Male,Los Angeles,Married,55372,2,High School,Postpaid,25,127,29,1519,186,Phone,Afternoon,International Calling,Credit Card,8,1,2,1
246,58,Male,Los Angeles,Married,91516,5,Associate's,Postpaid,15,114,6,1413,23,SMS,Morning,Unlimited Data,Debit Card,6,2,0,1
247,20,Female,Miami,Widowed,50538,2,Associate's,Postpaid,46,85,14,1578,266,Email,Afternoon,International Calling,Online,8,4,1,0
248,56,Female,Houston,Widowed,93918,1,Bachelor's,Prepaid,56,84,22,1966,218,Phone,Morning,Unlimited Data,Online,5,4,1,0
249,23,Female,New York,Single,44973,2,High School,Prepaid,22,141,6,1794,290,Phone,Afternoon,International Calling,Bank Transfer,8,2,1,0
250,25,Female,Chicago,Single,101155,2,Bachelor's,Postpaid,3,116,26,1088,452,SMS,Afternoon,Data Rollover,Debit Card,9,2,2,0
251,44,Male,Miami,Widowed,130240,5,Master's,Postpaid,56,99,39,1251,337,SMS,Evening,Family Plan,Credit Card,7,0,0,0
252,26,Male,New York,Single,89500,4,Bachelor's,Prepaid,55,144,12,1825,334,SMS,Morning,Unlimited Data,Credit Card,5,4,1,0
253,79,Male,Miami,Divorced,66575,1,Bachelor's,Prepaid,19,146,35,1008,398,Email,Evening,International Calling,Debit Card,5,4,1,1
254,54,Female,Miami,Divorced,135455,5,Associate's,Prepaid,57,106,14,1666,114,Phone,Evening,Data Rollover,Debit Card,5,2,1,1
255,50,Male,Chicago,Widowed,72261,2,Bachelor's,Postpaid,44,142,22,1482,492,SMS,Morning,Unlimited Data,Online,5,3,2,0
256,68,Female,Houston,Single,140659,2,High School,Prepaid,34,116,23,626,156,Email,Afternoon,Unlimited Data,Bank Transfer,8,3,1,1
257,59,Female,Los Angeles,Married,57716,4,Associate's,Postpaid,35,102,48,1436,288,SMS,Evening,Unlimited Data,Bank Transfer,9,0,0,1
258,61,Male,Houston,Divorced,33236,1,Bachelor's,Prepaid,50,110,7,174,18,Phone,Morning,Family Plan,Bank Transfer,6,3,0,1
259,41,Male,Chicago,Widowed,45848,1,Master's,Postpaid,1,95,40,1669,127,SMS,Afternoon,International Calling,Debit Card,9,3,0,0
260,32,Male,Chicago,Single,32352,3,Bachelor's,Postpaid,52,48,25,1994,103,Phone,Evening,International Calling,Bank Transfer,5,3,0,0
261,76,Female,Chicago,Widowed,31932,1,Bachelor's,Postpaid,21,112,13,295,443,Email,Evening,Unlimited Data,Online,8,1,1,0
262,71,Male,New York,Married,106449,4,Bachelor's,Prepaid,29,149,21,1966,153,Email,Evening,Unlimited Data,Debit Card,8,0,2,0
263,49,Female,Houston,Divorced,38556,3,Associate's,Prepaid,6,36,41,128,298,SMS,Afternoon,Unlimited Data,Debit Card,5,2,2,1
264,49,Male,Houston,Widowed,116836,3,High School,Prepaid,37,147,10,805,395,Phone,Evening,Data Rollover,Bank Transfer,8,3,2,0
265,41,Female,Miami,Widowed,35498,2,Master's,Postpaid,1,92,9,1120,23,Phone,Afternoon,Unlimited Data,Credit Card,5,1,1,0
266,58,Female,Miami,Widowed,106118,2,Bachelor's,Postpaid,51,71,15,115,266,Phone,Anytime,Family Plan,Credit Card,9,3,2,0
267,69,Male,Miami,Married,80098,1,High School,Prepaid,1,71,2,1546,355,SMS,Evening,International Calling,Online,7,1,0,1
268,66,Female,Chicago,Widowed,94386,3,High School,Postpaid,27,88,25,1712,195,Phone,Anytime,Family Plan,Bank Transfer,8,0,1,1
269,79,Female,Houston,Married,142169,2,Associate's,Postpaid,21,49,13,904,354,Phone,Morning,Unlimited Data,Bank Transfer,5,3,2,1
270,66,Male,Chicago,Married,39569,4,Master's,Postpaid,53,102,34,1716,409,Phone,Evening,Data Rollover,Debit Card,5,1,0,1
271,75,Female,New York,Married,146127,2,Associate's,Prepaid,16,46,34,1528,216,Phone,Morning,Unlimited Data,Debit Card,8,4,0,1
272,69,Male,Miami,Divorced,86882,2,High School,Postpaid,44,56,35,1039,355,SMS,Morning,Unlimited Data,Bank Transfer,6,4,1,0
273,29,Female,Chicago,Divorced,100393,3,High School,Prepaid,59,76,38,1759,440,SMS,Morning,Unlimited Data,Debit Card,5,1,1,1
274,79,Male,Chicago,Widowed,30340,3,High School,Prepaid,54,31,3,1654,181,Phone,Anytime,Unlimited Data,Bank Transfer,8,3,2,1
275,56,Male,New York,Widowed,73949,5,Associate's,Prepaid,40,92,42,1066,473,Phone,Afternoon,Unlimited Data,Online,5,3,2,0
276,19,Female,Los Angeles,Divorced,112302,4,Master's,Prepaid,26,91,6,1737,279,Email,Anytime,International Calling,Debit Card,6,0,2,0
277,20,Female,Houston,Single,92443,3,Bachelor's,Prepaid,16,129,48,1200,230,Email,Anytime,Family Plan,Bank Transfer,7,0,1,0
278,66,Female,Los Angeles,Divorced,121668,1,Associate's,Postpaid,28,48,49,328,161,Phone,Morning,Data Rollover,Debit Card,6,2,2,1
279,54,Female,Miami,Married,104027,4,High School,Prepaid,1,46,19,1061,120,Phone,Evening,Unlimited Data,Online,9,0,2,0
280,66,Female,Chicago,Divorced,30138,4,Associate's,Prepaid,36,98,3,1420,192,Email,Afternoon,Data Rollover,Debit Card,8,3,0,1
281,73,Male,New York,Married,30358,3,High School,Prepaid,10,68,18,1633,408,Email,Morning,International Calling,Bank Transfer,6,2,0,0
282,34,Female,New York,Widowed,149619,4,Bachelor's,Postpaid,43,111,39,814,348,Phone,Afternoon,Family Plan,Debit Card,7,0,0,1
283,76,Male,Houston,Single,105250,3,Bachelor's,Postpaid,17,146,9,1083,81,SMS,Anytime,Unlimited Data,Debit Card,5,1,2,1
284,66,Male,Los Angeles,Widowed,115376,2,Master's,Postpaid,57,147,12,672,427,SMS,Afternoon,International Calling,Bank Transfer,8,4,1,1
285,19,Female,Houston,Married,129931,5,High School,Postpaid,59,100,5,1661,395,Phone,Afternoon,International Calling,Credit Card,6,0,0,1
286,19,Male,Chicago,Married,60654,2,Master's,Prepaid,23,110,3,1706,292,Phone,Evening,Family Plan,Debit Card,7,0,1,0
287,45,Male,Houston,Married,55879,3,Master's,Prepaid,7,68,11,714,83,Email,Morning,Unlimited Data,Debit Card,6,1,2,0
288,71,Male,New York,Single,111532,3,Bachelor's,Postpaid,44,65,30,425,364,Email,Afternoon,Family Plan,Online,9,3,2,1
289,40,Male,New York,Divorced,85778,2,Associate's,Postpaid,53,69,4,1486,224,SMS,Afternoon,Family Plan,Credit Card,8,1,0,0
290,54,Female,Miami,Widowed,67772,1,Associate's,Postpaid,7,74,5,1792,337,Phone,Anytime,Data Rollover,Online,5,0,1,1
291,49,Male,Miami,Widowed,88478,1,Master's,Postpaid,44,33,1,974,485,Email,Anytime,Data Rollover,Bank Transfer,7,3,0,0
292,50,Female,Chicago,Divorced,94353,1,Bachelor's,Prepaid,15,131,27,458,32,SMS,Afternoon,Family Plan,Bank Transfer,6,2,2,0
293,18,Female,Los Angeles,Widowed,56762,3,High School,Postpaid,34,54,28,1829,77,SMS,Morning,Data Rollover,Online,8,0,1,1
294,36,Male,Houston,Single,43283,4,Associate's,Postpaid,46,98,29,1910,407,SMS,Afternoon,International Calling,Debit Card,6,1,0,1
295,79,Female,Chicago,Widowed,93922,3,Master's,Postpaid,45,59,18,423,456,Email,Afternoon,Family Plan,Credit Card,8,2,2,0
296,19,Female,Miami,Married,69420,4,Associate's,Postpaid,4,105,12,1821,382,Email,Evening,Unlimited Data,Online,9,4,0,1
297,70,Female,Houston,Divorced,85568,2,Associate's,Postpaid,14,97,13,1449,371,Phone,Morning,Unlimited Data,Online,6,2,1,0
298,61,Male,Miami,Single,115090,5,High School,Postpaid,14,117,41,1748,102,Phone,Evening,International Calling,Bank Transfer,9,1,1,0
299,43,Female,Houston,Divorced,50219,4,Bachelor's,Postpaid,16,58,2,1948,330,SMS,Morning,Unlimited Data,Debit Card,7,2,1,0
300,49,Female,Los Angeles,Single,87169,1,High School,Prepaid,7,102,37,264,333,SMS,Morning,Unlimited Data,Credit Card,9,1,1,1
301,23,Female,Chicago,Married,130455,3,Bachelor's,Prepaid,32,97,45,1696,393,Email,Morning,Family Plan,Online,8,0,1,1
302,49,Male,Houston,Divorced,104965,2,Associate's,Prepaid,19,80,16,1727,72,Email,Evening,International Calling,Credit Card,7,3,0,0
303,72,Female,New York,Widowed,76840,1,Master's,Prepaid,2,53,48,897,233,Phone,Evening,Family Plan,Credit Card,6,4,0,1
304,21,Male,New York,Single,74695,2,High School,Prepaid,10,43,24,554,234,Phone,Evening,International Calling,Online,6,3,0,1
305,72,Male,Houston,Divorced,135209,5,Bachelor's,Prepaid,50,98,35,1276,378,Phone,Anytime,Family Plan,Credit Card,8,3,0,0
306,28,Male,Houston,Widowed,114754,3,Associate's,Postpaid,17,47,22,1860,355,Email,Evening,Family Plan,Bank Transfer,5,3,2,1
307,73,Male,Houston,Divorced,107988,3,Bachelor's,Postpaid,37,71,36,1250,346,SMS,Anytime,Data Rollover,Debit Card,5,1,2,1
308,76,Male,New York,Divorced,88342,5,Bachelor's,Prepaid,12,86,11,292,112,Phone,Anytime,Unlimited Data,Debit Card,6,1,0,0
309,34,Male,New York,Divorced,144516,3,Bachelor's,Postpaid,6,112,46,726,224,Phone,Anytime,International Calling,Debit Card,8,4,2,1
310,55,Female,Houston,Single,48951,4,Associate's,Prepaid,22,41,29,1897,201,Email,Afternoon,Unlimited Data,Bank Transfer,5,1,2,0
311,41,Male,Miami,Widowed,31307,2,Master's,Postpaid,32,111,35,629,169,Phone,Afternoon,Data Rollover,Bank Transfer,9,1,1,1
312,22,Female,Miami,Married,110388,1,Master's,Postpaid,41,46,48,1133,381,SMS,Afternoon,International Calling,Bank Transfer,6,1,0,1
313,69,Female,Los Angeles,Single,120768,5,Master's,Postpaid,20,59,15,191,216,Email,Anytime,Data Rollover,Debit Card,9,1,2,0
314,51,Male,Chicago,Single,65428,4,Bachelor's,Postpaid,1,117,31,238,278,Phone,Anytime,Unlimited Data,Credit Card,8,0,2,0
315,23,Female,Miami,Single,138707,1,Associate's,Postpaid,54,104,42,580,203,Phone,Morning,Family Plan,Bank Transfer,9,4,0,1
316,39,Female,New York,Married,122021,1,Bachelor's,Postpaid,47,128,41,548,389,Email,Anytime,Data Rollover,Online,5,1,1,0
317,28,Female,Miami,Widowed,148418,5,Master's,Prepaid,53,52,43,1456,412,Email,Afternoon,Data Rollover,Bank Transfer,5,4,0,0
318,65,Female,Los Angeles,Widowed,105774,4,Master's,Prepaid,58,110,16,968,161,Phone,Anytime,Family Plan,Online,7,2,1,1
319,33,Male,Los Angeles,Widowed,68975,1,Associate's,Postpaid,6,30,10,439,246,SMS,Anytime,Unlimited Data,Debit Card,6,0,2,0
320,50,Female,Chicago,Divorced,147850,1,Bachelor's,Prepaid,19,108,49,1175,97,Email,Morning,Data Rollover,Online,8,1,1,1
321,26,Male,Miami,Divorced,31140,4,High School,Postpaid,18,61,32,1830,20,SMS,Anytime,Unlimited Data,Bank Transfer,6,0,1,1
322,77,Female,New York,Divorced,54842,3,High School,Prepaid,6,38,2,565,196,Phone,Evening,Family Plan,Bank Transfer,9,0,0,0
323,76,Female,New York,Married,56421,1,Master's,Postpaid,45,44,24,817,223,SMS,Morning,International Calling,Credit Card,8,2,2,1
324,23,Male,Houston,Divorced,31708,2,Associate's,Prepaid,33,57,23,898,24,Phone,Anytime,Data Rollover,Debit Card,8,4,0,0
325,33,Female,New York,Married,33630,4,Bachelor's,Postpaid,23,53,2,574,275,Phone,Anytime,Unlimited Data,Online,5,0,0,1
326,46,Female,Chicago,Widowed,49595,1,Bachelor's,Prepaid,23,89,38,500,306,Phone,Morning,Family Plan,Debit Card,9,3,2,0
327,20,Female,Chicago,Divorced,106021,5,Master's,Postpaid,26,64,31,1562,420,Phone,Anytime,Family Plan,Bank Transfer,5,2,0,0
328,37,Male,New York,Divorced,58308,2,Master's,Prepaid,13,115,40,704,453,SMS,Afternoon,Data Rollover,Credit Card,5,3,0,1
329,77,Female,New York,Single,74789,1,Bachelor's,Postpaid,7,56,26,1031,82,Phone,Evening,International Calling,Bank Transfer,7,2,1,0
330,76,Male,Houston,Married,85690,2,Bachelor's,Postpaid,15,112,29,1096,61,Phone,Evening,Data Rollover,Bank Transfer,5,3,0,0
331,53,Female,New York,Widowed,56086,2,Master's,Postpaid,44,138,3,1021,137,SMS,Afternoon,Unlimited Data,Bank Transfer,6,3,2,0
332,36,Male,Houston,Single,46859,3,Bachelor's,Prepaid,27,105,14,920,37,Email,Anytime,Family Plan,Online,8,0,0,1
333,43,Male,Houston,Single,37684,2,High School,Prepaid,26,49,25,756,74,SMS,Anytime,International Calling,Bank Transfer,5,0,1,1
334,20,Female,New York,Widowed,121088,3,Master's,Prepaid,33,94,48,697,26,SMS,Evening,Unlimited Data,Debit Card,6,2,0,0
335,36,Female,Los Angeles,Single,31207,4,Bachelor's,Postpaid,15,114,1,1632,360,SMS,Anytime,Data Rollover,Debit Card,9,4,0,0
336,37,Male,Los Angeles,Married,76099,3,Master's,Prepaid,36,78,3,1276,437,Phone,Evening,Family Plan,Credit Card,8,0,0,1
337,49,Male,Houston,Married,97496,5,Associate's,Postpaid,45,138,26,613,147,Phone,Evening,Data Rollover,Debit Card,9,0,1,1
338,24,Female,New York,Divorced,96093,1,Master's,Prepaid,55,30,18,1626,328,Phone,Afternoon,International Calling,Bank Transfer,6,1,2,1
339,69,Male,Los Angeles,Single,59689,4,Master's,Prepaid,27,39,9,1977,238,Email,Evening,International Calling,Bank Transfer,9,0,2,0
340,58,Female,New York,Divorced,78651,4,Associate's,Prepaid,57,76,38,1895,263,Phone,Anytime,International Calling,Debit Card,9,4,1,1
341,50,Female,New York,Single,43893,5,High School,Prepaid,5,88,23,1799,486,Email,Anytime,International Calling,Credit Card,9,1,1,0
342,57,Female,New York,Married,127808,3,Bachelor's,Postpaid,2,125,21,1129,219,Phone,Morning,International Calling,Credit Card,5,3,0,1
343,56,Female,Miami,Married,96418,1,Associate's,Prepaid,55,91,1,599,440,SMS,Anytime,Data Rollover,Debit Card,5,3,2,0
344,35,Male,New York,Married,133065,3,Master's,Prepaid,58,132,21,1784,303,Phone,Morning,International Calling,Online,5,1,1,1
345,57,Female,Miami,Single,90011,2,Bachelor's,Postpaid,33,115,27,816,240,Email,Evening,International Calling,Online,8,1,2,0
346,18,Male,Houston,Married,68635,3,Associate's,Postpaid,16,47,42,1241,250,Email,Anytime,Family Plan,Online,6,1,0,1
347,28,Female,Los Angeles,Single,86115,4,Bachelor's,Prepaid,23,141,6,1608,79,Phone,Afternoon,International Calling,Online,5,2,1,1
348,45,Male,Los Angeles,Divorced,125071,1,Bachelor's,Prepaid,38,75,44,700,113,SMS,Afternoon,Family Plan,Debit Card,9,4,2,0
349,74,Female,Los Angeles,Single,108405,3,Associate's,Postpaid,55,61,36,765,213,Phone,Afternoon,Family Plan,Credit Card,9,4,2,1
350,42,Male,Los Angeles,Divorced,102702,1,Bachelor's,Postpaid,16,56,28,1802,62,Phone,Evening,Family Plan,Bank Transfer,9,3,0,1
351,67,Male,Los Angeles,Single,108518,1,High School,Postpaid,14,121,45,567,471,Phone,Evening,Data Rollover,Bank Transfer,9,3,1,1
352,40,Female,Los Angeles,Divorced,136233,2,Associate's,Prepaid,29,47,17,260,437,SMS,Morning,Data Rollover,Debit Card,7,3,2,1
353,48,Female,Los Angeles,Married,133651,2,High School,Prepaid,26,68,40,369,384,Email,Afternoon,Unlimited Data,Bank Transfer,8,0,0,0
354,47,Female,Houston,Divorced,102805,4,Master's,Prepaid,35,78,3,1179,339,SMS,Morning,Unlimited Data,Online,6,3,2,0
355,59,Female,New York,Married,88954,5,Bachelor's,Postpaid,15,122,12,327,63,Email,Morning,Family Plan,Credit Card,6,1,0,1
356,52,Male,Chicago,Married,58064,1,Master's,Postpaid,3,111,39,948,285,Email,Anytime,Data Rollover,Debit Card,5,3,2,0
357,24,Female,Miami,Divorced,109063,5,Master's,Postpaid,23,73,12,248,344,Email,Anytime,International Calling,Credit Card,7,1,2,0
358,77,Male,Chicago,Single,32454,4,Bachelor's,Prepaid,29,101,2,1169,40,SMS,Afternoon,Unlimited Data,Debit Card,6,2,0,0
359,33,Male,Chicago,Single,50878,1,Associate's,Postpaid,34,83,46,1267,144,Phone,Evening,Data Rollover,Debit Card,8,0,1,0
360,43,Female,New York,Widowed,81098,1,Bachelor's,Prepaid,33,124,22,1873,67,Phone,Anytime,International Calling,Debit Card,9,0,0,0
361,65,Male,New York,Single,92154,5,Master's,Postpaid,41,63,23,1907,114,Phone,Evening,International Calling,Debit Card,5,4,1,1
362,74,Male,New York,Widowed,42991,3,Master's,Prepaid,41,100,30,731,275,Phone,Morning,Data Rollover,Credit Card,8,2,2,0
363,69,Male,Los Angeles,Single,98344,2,Associate's,Prepaid,23,65,5,1463,19,Phone,Morning,Unlimited Data,Bank Transfer,6,1,2,1
364,77,Male,Houston,Single,134946,3,Bachelor's,Postpaid,7,47,9,512,262,SMS,Morning,Data Rollover,Debit Card,7,2,0,0
365,66,Female,Los Angeles,Married,66593,5,Master's,Prepaid,3,67,21,1855,304,SMS,Morning,Unlimited Data,Online,5,0,0,1
366,19,Female,Houston,Widowed,66304,2,High School,Postpaid,58,88,11,619,165,SMS,Afternoon,Family Plan,Debit Card,6,1,1,1
367,18,Female,Houston,Single,60386,3,Master's,Prepaid,32,38,5,1467,167,SMS,Morning,Data Rollover,Credit Card,5,2,1,1
368,65,Female,Chicago,Widowed,85220,2,Master's,Postpaid,31,102,35,486,46,SMS,Anytime,Data Rollover,Debit Card,6,0,1,0
369,79,Male,Chicago,Married,143613,1,Associate's,Postpaid,18,139,27,1596,128,SMS,Morning,Unlimited Data,Online,9,1,0,0
370,29,Male,Houston,Married,99338,3,High School,Prepaid,43,101,49,374,76,SMS,Evening,Unlimited Data,Credit Card,7,1,2,1
371,22,Female,Houston,Widowed,124289,2,Master's,Postpaid,7,80,2,452,251,Phone,Anytime,Data Rollover,Debit Card,9,0,0,1
372,54,Female,Los Angeles,Married,51083,2,Master's,Prepaid,41,64,24,1189,308,Email,Evening,International Calling,Online,6,1,2,0
373,49,Female,Los Angeles,Divorced,48354,2,High School,Postpaid,1,111,31,1202,472,SMS,Evening,International Calling,Credit Card,8,0,0,0
374,76,Male,Chicago,Divorced,52190,3,Bachelor's,Postpaid,14,34,33,697,222,Email,Afternoon,International Calling,Debit Card,9,3,0,1
375,72,Female,New York,Married,36142,4,Bachelor's,Postpaid,52,43,39,1759,317,SMS,Afternoon,Family Plan,Online,8,3,1,0
376,26,Female,Houston,Divorced,58398,3,Master's,Postpaid,32,121,30,1325,110,SMS,Evening,Family Plan,Credit Card,6,1,2,0
377,58,Female,Los Angeles,Single,81971,5,Master's,Prepaid,6,59,46,1785,65,Phone,Evening,Unlimited Data,Debit Card,7,1,0,0
378,52,Male,Chicago,Widowed,71862,3,Bachelor's,Postpaid,39,33,37,657,341,Email,Morning,Family Plan,Credit Card,8,0,0,0
379,36,Male,Los Angeles,Single,128668,2,Associate's,Postpaid,10,68,28,212,333,Phone,Anytime,International Calling,Online,6,1,2,0
380,65,Male,Houston,Widowed,83410,1,High School,Prepaid,7,113,31,1214,248,Phone,Morning,Data Rollover,Debit Card,8,4,0,0
381,33,Male,Houston,Married,49503,3,High School,Prepaid,26,93,11,240,402,Email,Afternoon,Family Plan,Debit Card,9,3,2,1
382,20,Male,Miami,Single,78456,3,Associate's,Prepaid,34,54,23,1412,240,Phone,Afternoon,Family Plan,Debit Card,6,1,1,1
383,37,Male,New York,Married,130167,2,Associate's,Prepaid,30,57,2,829,371,SMS,Morning,International Calling,Online,9,1,1,1
384,41,Male,Miami,Married,112035,1,Associate's,Prepaid,36,105,40,688,390,SMS,Anytime,Family Plan,Bank Transfer,5,2,2,1
385,71,Male,Chicago,Widowed,135388,1,Associate's,Prepaid,21,95,41,510,101,SMS,Evening,Unlimited Data,Debit Card,6,1,1,1
386,73,Female,Los Angeles,Widowed,38016,5,Associate's,Postpaid,17,136,27,476,288,SMS,Morning,Data Rollover,Online,8,4,2,1
387,50,Female,Chicago,Widowed,32384,3,Associate's,Prepaid,33,107,35,1507,456,SMS,Afternoon,International Calling,Credit Card,5,3,0,0
388,41,Male,Houston,Single,92320,1,High School,Postpaid,10,51,2,1969,118,Phone,Anytime,Unlimited Data,Credit Card,9,2,0,0
389,69,Male,Miami,Divorced,45072,1,Associate's,Prepaid,51,60,39,1275,326,Phone,Afternoon,International Calling,Online,9,0,2,1
