gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Preference_Tenure,Preference_MonthlyCharges,Preference_TotalCharges,NonPreference_Tenure,NonPreference_MonthlyCharges,NonPreference_TotalCharges
Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,4613.95,No,0.8768206204006308,0.758063978354994,0.7331987850766489,0.1231793795993692,0.24193602164500605,0.26680121492335107
Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),101.3,7261.25,No,0.7607926286668019,0.9320060016442544,0.27380477044336293,0.23920737133319814,0.0679939983557456,0.7261952295566371
Female,0,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,53.1,2459.8,No,0.9981989528446096,0.6366954067608843,0.13916122480801696,0.0018010471553904228,0.3633045932391157,0.860838775191983
Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.85,2048.8,No,0.29772294755562134,0.900045570113815,0.4469947986632312,0.7022770524443787,0.09995442988618497,0.5530052013367688
Female,0,Yes,Yes,5,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,34.25,163.55,No,0.22701777179605787,0.7739527407318965,0.17997632331927838,0.7729822282039421,0.22604725926810354,0.8200236766807216
Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),88.6,2888.7,No,0.12516165796134293,0.1288653547505909,0.28365322323803954,0.8748383420386571,0.8711346452494091,0.7163467767619605
Female,0,No,No,42,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),60.15,2421.6,No,0.9642097566160448,0.06665736611578021,0.5236589402431985,0.0357902433839552,0.9333426338842198,0.4763410597568015
Male,0,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.95,2292.75,No,0.7808851846280236,0.9420892991594211,0.7808858623639918,0.2191148153719764,0.05791070084057892,0.21911413763600818
Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.7,553.4,No,0.1663246137196387,0.16160410142125703,0.2858658807436235,0.8336753862803613,0.838395898578743,0.7141341192563765
Male,0,No,No,66,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,54.8,3465.7,No,0.5526864711082139,0.6291561652063442,0.3543382128343683,0.4473135288917861,0.3708438347936558,0.6456617871656317
Male,0,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.55,1210.4,Yes,0.41376820806727677,0.2357656600509107,0.5061337194734732,0.5862317919327232,0.7642343399490893,0.4938662805265268
Male,1,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),54.8,1291.3,No,0.1514860078061928,0.5155481303817444,0.8898268411460155,0.8485139921938072,0.4844518696182556,0.11017315885398449
Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),78.6,5356.45,Yes,0.16207298502996548,0.48752389907301175,0.5905857840020516,0.8379270149700345,0.5124761009269883,0.40941421599794836
Female,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.3,5200.8,No,0.9634699947451857,0.7187292963814044,0.7035062397657476,0.03653000525481431,0.28127070361859563,0.29649376023425245
Female,0,No,No,60,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,53.6,3237.05,No,0.3049641829577222,0.8205372927310569,0.7327486251432258,0.6950358170422778,0.1794627072689431,0.2672513748567742
Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.1,576.65,Yes,0.9414392916839432,0.9988548372374765,0.19830734503070735,0.05856070831605675,0.0011451627625235217,0.8016926549692927
Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.35,433.75,No,0.0756106730650844,0.20852768200297056,0.20184996328575977,0.9243893269349156,0.7914723179970294,0.7981500367142402
Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.6,1868.4,No,0.4608030422931906,0.4366634728579739,0.061088397679415096,0.5391969577068094,0.5633365271420261,0.9389116023205849
Male,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,80.8,5728.55,No,0.1296190485167601,0.3760083972612792,0.7676539796218163,0.8703809514832399,0.6239916027387208,0.23234602037818375
Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,825.7,Yes,0.004787385241172171,0.033794317335105295,0.8626248370984203,0.9952126147588278,0.9662056826648947,0.1373751629015797
Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,390.4,No,0.5537660737060766,0.23682702366773567,0.34017476224088583,0.44623392629392344,0.7631729763322643,0.6598252377591142
Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,93.55,Yes,0.11389410481136342,0.546448771244214,0.3133416203199315,0.8861058951886366,0.453551228755786,0.6866583796800685
Male,1,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.7,2845.15,No,0.7220245309336797,0.8769433979156692,0.2125272674123888,0.2779754690663203,0.12305660208433078,0.7874727325876112
Female,0,No,No,57,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,69.75,3894.4,No,0.6981163757068996,0.3137977171002909,0.20141924899158947,0.30188362429310045,0.6862022828997091,0.7985807510084105
Female,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.0,886.4,No,0.17633290746448915,0.7014227841198686,0.8483146295444854,0.8236670925355108,0.2985772158801314,0.15168537045551456
Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.25,1021.55,No,0.9417421432655166,0.9400977637523189,0.5572909557924777,0.05825785673448336,0.059902236247681095,0.44270904420752233
Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,Yes,0.7210434084324896,0.17936689149066876,0.23608254721360644,0.2789565915675104,0.8206331085093312,0.7639174527863936
Male,0,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,268.4,No,0.29797026415692995,0.1085705844184266,0.7971327359016565,0.70202973584307,0.8914294155815734,0.20286726409834355
Male,0,Yes,No,27,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,80.85,2204.35,No,0.7092337639507906,0.9865377746695222,0.9074154691647834,0.29076623604920937,0.013462225330477806,0.09258453083521656
Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.9,1259,Yes,0.731930277681536,0.05002589107697786,0.3124883459973269,0.26806972231846404,0.9499741089230221,0.6875116540026731
Female,0,Yes,Yes,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,309.1,Yes,0.3422263312509606,0.28100706487069904,0.7693411060640101,0.6577736687490394,0.718992935129301,0.23065889393598993
Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.3,6398.05,No,0.3755885624614592,0.8693397812757618,0.9120810186897256,0.6244114375385408,0.13066021872423816,0.08791898131027442
Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75,Yes,0.3591065076533001,0.27542025436413153,0.8211778048919358,0.6408934923466999,0.7245797456358685,0.17882219510806419
Male,1,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.85,6287.25,Yes,0.6166184435520741,0.1755308378387871,0.08028142149539652,0.38338155644792593,0.8244691621612129,0.9197185785046035
Female,0,Yes,Yes,35,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),46.35,1662.05,No,0.9004101465401794,0.7818311826883816,0.25909064057593,0.09958985345982063,0.2181688173116184,0.74090935942407
Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.75,1350.15,Yes,0.17319323622858762,0.7257041046364968,0.9142850388527948,0.8268067637714124,0.2742958953635032,0.08571496114720523
Male,0,Yes,Yes,45,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.75,3600.65,No,0.8751996098363184,0.10777282854360704,0.12047663582386825,0.12480039016368161,0.892227171456393,0.8795233641761318
Female,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,1329.15,No,0.027653156505342502,0.5017920812331048,0.9130629091602199,0.9723468434946575,0.4982079187668952,0.08693709083978007
Female,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.7,45.7,Yes,0.6603385959782224,0.8934767534227626,0.5156739030415426,0.3396614040217776,0.10652324657723744,0.4843260969584574
Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,422.5,No,0.4144388731896942,0.42406623468674265,0.891458507158017,0.5855611268103058,0.5759337653132574,0.108541492841983
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.95,69.95,Yes,0.7912815522324937,0.22217531027078996,0.1866538806485254,0.20871844776750625,0.77782468972921,0.8133461193514746
Male,0,Yes,Yes,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,67.85,4627.65,No,0.721198112930903,0.694386494245736,0.8959587620412484,0.27880188706909703,0.30561350575426405,0.10404123795875164
Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6717.9,No,0.480107807145184,0.2279417647849723,0.009660457597822192,0.519892192854816,0.7720582352150277,0.9903395424021778
Female,0,Yes,No,2,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,44.6,97.1,Yes,0.6438640367225967,0.9079541252593242,0.11394520328991375,0.35613596327740327,0.09204587474067583,0.8860547967100862
Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1710.45,Yes,0.5017731306999452,0.4188206982617767,0.7332070458071527,0.4982268693000548,0.5811793017382233,0.2667929541928473
Female,1,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.5,637.4,No,0.8115184706218832,0.48778538175984776,0.9452379400406636,0.1884815293781168,0.5122146182401522,0.05476205995933636
Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,117.95,No,0.476083985968232,0.6945055891758002,0.21696547815446043,0.523916014031768,0.3054944108241998,0.7830345218455396
Male,0,No,No,54,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),45.2,2460.55,No,0.5231559899920758,0.35951571324148346,0.758705257263812,0.4768440100079242,0.6404842867585165,0.241294742736188
Female,0,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,95.25,5464.65,Yes,0.25052058641717856,0.9420408106811912,0.16132913307909402,0.7494794135828214,0.057959189318808835,0.838670866920906
Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,89.85,2165.05,Yes,0.6050430168104723,0.27290794765504056,0.35865552881742824,0.39495698318952766,0.7270920523449594,0.6413444711825718
Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,100.45,4941.8,Yes,0.30290480866983505,0.9657423441828165,0.3073669555496248,0.697095191330165,0.03425765581718354,0.6926330444503752
Male,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.15,223.15,Yes,0.5772840145429821,0.38820498523694624,0.8729287720464347,0.42271598545701794,0.6117950147630538,0.1270712279535653
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.2,181.1,Yes,0.16967811557406987,0.780304629329556,0.7783571636364226,0.8303218844259301,0.21969537067044398,0.2216428363635774
Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,87.1,341.45,Yes,0.1594690923411588,0.8099893980401779,0.39987630099131677,0.8405309076588412,0.1900106019598221,0.6001236990086832
Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),79.25,5731.85,No,0.41702974119199354,0.6210317248232896,0.08736641498549369,0.5829702588080065,0.3789682751767104,0.9126335850145063
Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,357.75,Yes,0.42681951511054084,0.811871264065675,0.9836826057569872,0.5731804848894592,0.188128735934325,0.016317394243012817
Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,85.7,4616.1,No,0.26810926491253906,0.5907448297694615,0.9176791789517638,0.7318907350874609,0.4092551702305385,0.08232082104823624
Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.75,4533.7,Yes,0.13159685036669,0.6023474066410743,0.37005122998628726,0.86840314963331,0.39765259335892567,0.6299487700137127
Female,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,589.25,No,0.039210539213897055,0.14067727955521614,0.6324423497429255,0.960789460786103,0.8593227204447839,0.36755765025707454
Male,0,Yes,Yes,13,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.8,750.1,No,0.025231827287816144,0.890464061784756,0.12567925544214642,0.9747681727121839,0.10953593821524399,0.8743207445578536
Female,0,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.9,1410.25,No,0.2715502900064757,0.15400389005191972,0.5027135900057903,0.7284497099935243,0.8459961099480803,0.4972864099942097
Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.45,830.85,Yes,0.46185344216193713,0.5053657847664323,0.33049131472273363,0.5381465578380629,0.49463421523356765,0.6695086852772664
Male,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,743.5,No,0.726243281306127,0.31834143156516803,0.675177112376878,0.27375671869387297,0.681658568434832,0.32482288762312195
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,45.3,Yes,0.47487170071400897,0.2885230604901684,0.34772091728344534,0.525128299285991,0.7114769395098316,0.6522790827165547
Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,104.1,7040.85,Yes,0.9040508194352818,0.16963259828246657,0.04307890158317562,0.09594918056471824,0.8303674017175334,0.9569210984168244
Male,0,Yes,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,75.4,3865.45,No,0.03521980457540708,0.5477918867372337,0.3090931853266602,0.9647801954245929,0.45220811326276633,0.6909068146733398
Male,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,108.15,6825.65,No,0.18066062154063434,0.8445396910017742,0.10963419591784263,0.8193393784593657,0.15546030899822583,0.8903658040821574
Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.25,1340.1,No,0.33851449277014267,0.4969209115796922,0.976782423761467,0.6614855072298573,0.5030790884203078,0.023217576238533044
Female,1,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.0,371.65,Yes,0.5774961880651225,0.35989838179209854,0.7975177162212067,0.4225038119348775,0.6401016182079015,0.2024822837787933
Male,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,95.7,1184,No,0.8527361578939424,0.9271108372019317,0.9568743636021606,0.14726384210605759,0.07288916279806834,0.043125636397839395
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.85,8477.7,No,0.35020195195657644,0.13384950842568977,0.46998204527713294,0.6497980480434236,0.8661504915743102,0.5300179547228671
Male,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),105.75,7382.85,No,0.2679886825044201,0.4803191682350396,0.4652310000560522,0.7320113174955799,0.5196808317649604,0.5347689999439478
Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,456.85,No,0.06188916884289575,0.7614111231660892,0.26304561594654496,0.9381108311571043,0.23858887683391083,0.736954384053455
Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,331.6,No,0.8213034776981041,0.8979232938584131,0.1752661309820338,0.17869652230189592,0.10207670614158693,0.8247338690179662
Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),90.6,6056.15,Yes,0.37966644320667897,0.9277803906599386,0.1715791234608458,0.620333556793321,0.07221960934006144,0.8284208765391542
Male,0,No,Yes,2,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.95,134.6,No,0.5715501954169343,0.11200466588415847,0.4159104193107971,0.4284498045830657,0.8879953341158415,0.5840895806892029
Female,0,Yes,Yes,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,125.5,No,0.9835554181712204,0.5405448864929129,0.7287373337460907,0.016444581828779614,0.4594551135070871,0.27126266625390927
Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.15,1390.6,Yes,0.0015945706042945762,0.2115255459458113,0.6764179985157522,0.9984054293957054,0.7884744540541887,0.32358200148424776
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,20.2,Yes,0.14545014069886597,0.17716864038822733,0.8331383600936685,0.854549859301134,0.8228313596117727,0.16686163990633152
Male,0,Yes,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),60.3,2511.3,No,0.7791109940193555,0.8655977532013993,0.8215008461989338,0.22088900598064454,0.1344022467986007,0.17849915380106618
Female,0,No,Yes,43,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.95,2737.05,No,0.8051274852078378,0.36907360471708284,0.19169034006127406,0.19487251479216217,0.6309263952829172,0.8083096599387259
Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.3,74.3,No,0.7692471190327554,0.1060636121594688,0.9696987166557334,0.23075288096724456,0.8939363878405312,0.030301283344266627
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.6,70.6,No,0.5369988910428293,0.21825413429688234,0.6001646394513687,0.4630011089571707,0.7817458657031177,0.39983536054863134
Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.8,2361.8,Yes,0.9788569810230561,0.38090955055738296,0.8028227294657998,0.021143018976943928,0.619090449442617,0.1971772705342002
Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.35,1730.35,Yes,0.39618455999532054,0.6496511366112048,0.3337913521626694,0.6038154400046795,0.35034886338879523,0.6662086478373306
Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),90.55,6404,No,0.6019436981131123,0.6242267978904175,0.3023606540227015,0.3980563018868877,0.37577320210958254,0.6976393459772985
Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.45,165.35,No,0.0633690045488483,0.924500794219179,0.07827209428357618,0.9366309954511517,0.07549920578082103,0.9217279057164238
Female,1,No,No,28,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.45,1867.6,No,0.40985744990733874,0.3152938469612392,0.4551757973215913,0.5901425500926613,0.6847061530387608,0.5448242026784087
Male,1,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,1043.3,No,0.722500087509922,0.39711027352524575,0.8403638384781753,0.277499912490078,0.6028897264747543,0.1596361615218247
Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,128.6,No,0.2387388407706993,0.2830756663452093,0.6814023081071682,0.7612611592293007,0.7169243336547907,0.3185976918928318
Female,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.5,7455.45,No,0.9438275890731485,0.11659723707897873,0.9788224237620797,0.056172410926851546,0.8834027629210213,0.02117757623792027
Female,0,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.7,24.7,No,0.6867833676432891,0.9609691424883493,0.9566750143792742,0.31321663235671093,0.039030857511650696,0.04332498562072584
Male,0,No,No,3,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.4,206.15,No,0.28757538285757145,0.09604528219601416,0.41613403976383645,0.7124246171424286,0.9039547178039858,0.5838659602361636
Male,1,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.8,2030.3,Yes,0.7689989227058563,0.4727738072861688,0.42751838559072664,0.23100107729414365,0.5272261927138312,0.5724816144092734
Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.4,5869.4,No,0.0831647718081091,0.5700101217245139,0.7192921567884982,0.9168352281918909,0.42998987827548607,0.2807078432115018
Female,0,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),47.6,3377.8,No,0.9747744225104565,0.7002072639956227,0.15532282327278857,0.02522557748954346,0.2997927360043773,0.8446771767272114
Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,1346.2,No,0.04928525907355852,0.27207083262969434,0.8692977145821265,0.9507147409264415,0.7279291673703057,0.13070228541787354
Female,0,No,No,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.85,4946.05,No,0.9334558911487183,0.5160697779776896,0.9499166190571152,0.0665441088512817,0.4839302220223104,0.05008338094288478
Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.35,4065,Yes,0.2528538777482612,0.38764959010899336,0.664813191008896,0.7471461222517388,0.6123504098910066,0.335186808991104
Female,0,No,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,106.55,Yes,0.7578241076908905,0.09695807609048779,0.11124472551837894,0.24217589230910952,0.9030419239095122,0.8887552744816211
Male,0,No,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.45,4964.7,No,7.369943310608917e-05,0.120507503961639,0.27003770160860796,0.9999263005668939,0.879492496038361,0.729962298391392
Male,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.0,4085.75,No,0.2542400891795997,0.4036816062633286,0.37172427810170117,0.7457599108204003,0.5963183937366714,0.6282757218982988
Female,0,Yes,No,22,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.2,1742.75,Yes,0.7491006066497199,0.003524075779978264,0.8455685191200749,0.2508993933502801,0.9964759242200217,0.1544314808799251
Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.65,6224.8,No,0.5323360708973223,0.024970328686211296,0.3665276747104347,0.46766392910267773,0.9750296713137887,0.6334723252895653
Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.95,3415.25,No,0.11495214963711486,0.053264541525232634,0.6443644647087357,0.8850478503628851,0.9467354584747674,0.35563553529126435
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.35,6325.25,No,0.3936297458372753,0.76540206276886,0.901770725631907,0.6063702541627247,0.23459793723113997,0.09822927436809303
Male,0,Yes,Yes,7,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.7,340.25,Yes,0.37554935508454257,0.8893977289762243,0.6923848972346754,0.6244506449154574,0.11060227102377573,0.30761510276532456
Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.15,1683.6,No,0.5681622441809498,0.9042670974229603,0.15213291219632685,0.43183775581905015,0.0957329025770397,0.8478670878036731
Male,0,Yes,Yes,51,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),76.4,3966.3,No,0.6679770724602178,0.008123047091950553,0.6808278460974302,0.33202292753978224,0.9918769529080494,0.3191721539025698
Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.55,608.5,No,0.84083024241225,0.6541857888305913,0.3583907597039764,0.15916975758774998,0.3458142111694087,0.6416092402960236
